"","Name","Ticker","Sector","name_tick"
"906","Novo Nordisk B","NOVO-B.NO","Health Care","Novo Nordisk B (NOVO-B.NO)"
"907","Nyfosa","NYF.NO","Financials","Nyfosa (NYF.NO)"
"908","Novozymes B","NZYM-B.NO","Health Care","Novozymes B (NZYM-B.NO)"
"909","Orion Oyj A","ORNAV.NO","Health Care","Orion Oyj A (ORNAV.NO)"
"910","Orion Oyj B","ORNBV.NO","Health Care","Orion Oyj B (ORNBV.NO)"
"911","Ørsted","ORSTED.NO","Utilities","Ørsted (ORSTED.NO)"
"912","Össur","OSSR.NO","Health Care","Össur (OSSR.NO)"
"913","Outokumpu Oyj","OUT1V.NO","Basic Materials","Outokumpu Oyj (OUT1V.NO)"
"914","Peab B","PEAB-B.NO","Industrials","Peab B (PEAB-B.NO)"
"915","Pandora","PNDORA.NO","Consumer Goods","Pandora (PNDORA.NO)"
"916","Pandox B","PNDX-B.NO","Financials","Pandox B (PNDX-B.NO)"
"917","Ratos A","RATO-A.NO","Financials","Ratos A (RATO-A.NO)"
"918","Ratos B","RATO-B.NO","Financials","Ratos B (RATO-B.NO)"
"919","Royal UNIBREW","RBREW.NO","Consumer Goods","Royal UNIBREW (RBREW.NO)"
"920","Resurs Holding","RESURS.NO","Financials","Resurs Holding (RESURS.NO)"
"921","Ringkjøbing Landbobank","RILBA.NO","Financials","Ringkjøbing Landbobank (RILBA.NO)"
"922","Rockwool Int. A","ROCK-A.NO","Industrials","Rockwool Int. A (ROCK-A.NO)"
"923","Rockwool Int. B","ROCK-B.NO","Industrials","Rockwool Int. B (ROCK-B.NO)"
"924","Sanoma Oyj","SAA1V.NO","Consumer Services","Sanoma Oyj (SAA1V.NO)"
"925","SAAB B","SAAB-B.NO","Industrials","SAAB B (SAAB-B.NO)"
"926","Sagax A","SAGA-A.NO","Financials","Sagax A (SAGA-A.NO)"
"927","Sagax B","SAGA-B.NO","Financials","Sagax B (SAGA-B.NO)"
"928","Sagax D","SAGA-D.NO","Financials","Sagax D (SAGA-D.NO)"
"929","Sagax pref","SAGA-PREF.NO","Financials","Sagax pref (SAGA-PREF.NO)"
"930","Sampo Oyj A","SAMPO.NO","Financials","Sampo Oyj A (SAMPO.NO)"
"931","Sandvik","SAND.NO","Industrials","Sandvik (SAND.NO)"
"932","Samhällsbyggnadsbo. i Norden B","SBB-B.NO","Financials","Samhällsbyggnadsbo. i Norden B (SBB-B.NO)"
"933","Samhällsbyggnadsbo. i Norden D","SBB-D.NO","Financials","Samhällsbyggnadsbo. i Norden D (SBB-D.NO)"
"934","SCA A","SCA-A.NO","Basic Materials","SCA A (SCA-A.NO)"
"935","SCA B","SCA-B.NO","Basic Materials","SCA B (SCA-B.NO)"
"936","Schouw & Co.","SCHO.NO","Industrials","Schouw & Co. (SCHO.NO)"
"937","SEB A","SEB-A.NO","Financials","SEB A (SEB-A.NO)"
"938","SEB C","SEB-C.NO","Financials","SEB C (SEB-C.NO)"
"939","Securitas B","SECU-B.NO","Industrials","Securitas B (SECU-B.NO)"
"940","Sv. Handelsbanken A","SHB-A.NO","Financials","Sv. Handelsbanken A (SHB-A.NO)"
"941","Sv. Handelsbanken B","SHB-B.NO","Financials","Sv. Handelsbanken B (SHB-B.NO)"
"942","SimCorp","SIM.NO","Technology","SimCorp (SIM.NO)"
"943","Skanska B","SKA-B.NO","Industrials","Skanska B (SKA-B.NO)"
"944","SKF A","SKF-A.NO","Industrials","SKF A (SKF-A.NO)"
"945","SKF B","SKF-B.NO","Industrials","SKF B (SKF-B.NO)"
"946","Swedish Orphan Biovitrum","SOBI.NO","Health Care","Swedish Orphan Biovitrum (SOBI.NO)"
"947","Spar Nord Bank","SPNO.NO","Financials","Spar Nord Bank (SPNO.NO)"
"948","SSAB A","SSAB-A.NO","Basic Materials","SSAB A (SSAB-A.NO)"
"949","SSAB B","SSAB-B.NO","Basic Materials","SSAB B (SSAB-B.NO)"
"950","SSAB A","SSABAH.NO","Basic Materials","SSAB A (SSABAH.NO)"
"951","SSAB B","SSABBH.NO","Basic Materials","SSAB B (SSABBH.NO)"
"952","Stora Enso A","STE-A.NO","Basic Materials","Stora Enso A (STE-A.NO)"
"953","Stora Enso R","STE-R.NO","Basic Materials","Stora Enso R (STE-R.NO)"
"954","Stora Enso Oyj A","STEAV.NO","Basic Materials","Stora Enso Oyj A (STEAV.NO)"
"955","Stora Enso Oyj R","STERV.NO","Basic Materials","Stora Enso Oyj R (STERV.NO)"
"956","Scandinavian Tobacco Group","STG.NO","Consumer Goods","Scandinavian Tobacco Group (STG.NO)"
"957","SWECO A","SWEC-A.NO","Industrials","SWECO A (SWEC-A.NO)"
"958","SWECO B","SWEC-B.NO","Industrials","SWECO B (SWEC-B.NO)"
"959","Swedbank A","SWED-A.NO","Financials","Swedbank A (SWED-A.NO)"
"960","Swedish Match","SWMA.NO","Consumer Goods","Swedish Match (SWMA.NO)"
"961","Sydbank","SYDB.NO","Financials","Sydbank (SYDB.NO)"
"962","Tele2 A","TEL2-A.NO","Telecommunications","Tele2 A (TEL2-A.NO)"
"963","Tele2 B","TEL2-B.NO","Telecommunications","Tele2 B (TEL2-B.NO)"
"964","Telia Company","TELIA.NO","Telecommunications","Telia Company (TELIA.NO)"
"965","Telia Company","TELIA1.NO","Telecommunications","Telia Company (TELIA1.NO)"
"966","Thule Group","THULE.NO","Consumer Goods","Thule Group (THULE.NO)"
"967","TietoEVRY Oyj","TIETO.NO","Technology","TietoEVRY Oyj (TIETO.NO)"
"968","TietoEVRY Oyj","TIETOS.NO","Technology","TietoEVRY Oyj (TIETOS.NO)"
"969","Millicom Int. Cellular SDB","TIGO-SDB.NO","Telecommunications","Millicom Int. Cellular SDB (TIGO-SDB.NO)"
"970","Topdanmark","TOP.NO","Financials","Topdanmark (TOP.NO)"
"971","Trelleborg B","TREL-B.NO","Industrials","Trelleborg B (TREL-B.NO)"
"972","Tryg","TRYG.NO","Financials","Tryg (TRYG.NO)"
"973","Terveystalo Oyj","TTALO.NO","Health Care","Terveystalo Oyj (TTALO.NO)"
"974","Nokian Renkaat Oyj","TYRES.NO","Consumer Goods","Nokian Renkaat Oyj (TYRES.NO)"
"975","UPM-Kymmene Oyj","UPM.NO","Basic Materials","UPM-Kymmene Oyj (UPM.NO)"
"976","Valmet Oyj","VALMT.NO","Industrials","Valmet Oyj (VALMT.NO)"
"977","Vitrolife","VITR.NO","Health Care","Vitrolife (VITR.NO)"
"978","Veoneer SDB","VNE-SDB.NO","Consumer Goods","Veoneer SDB (VNE-SDB.NO)"
"979","Volvo A","VOLV-A.NO","Industrials","Volvo A (VOLV-A.NO)"
"980","Volvo B","VOLV-B.NO","Industrials","Volvo B (VOLV-B.NO)"
"981","Vestas Wind Systems","VWS.NO","Oil & Gas","Vestas Wind Systems (VWS.NO)"
"982","Wallenstam B","WALL-B.NO","Financials","Wallenstam B (WALL-B.NO)"
"983","Wihlborgs Fastigheter","WIHL.NO","Financials","Wihlborgs Fastigheter (WIHL.NO)"
"984","Wärtsilä Oyj Abp","WRT1V.NO","Industrials","Wärtsilä Oyj Abp (WRT1V.NO)"
"985","YIT Oyj","YIT.NO","Industrials","YIT Oyj (YIT.NO)"
"986","AcadeMedia","ACAD.NO","Consumer Services","AcadeMedia (ACAD.NO)"
"987","Adapteo","ADAPT.NO","Financials","Adapteo (ADAPT.NO)"
"988","Afarak Group Oyj","AFAGR.NO","Basic Materials","Afarak Group Oyj (AFAGR.NO)"
"989","Aktia Bank Abp","AKTIA.NO","Financials","Aktia Bank Abp (AKTIA.NO)"
"990","Ålandsbanken Abp A","ALBAV.NO","Financials","Ålandsbanken Abp A (ALBAV.NO)"
"991","Ålandsbanken Abp B","ALBBV.NO","Financials","Ålandsbanken Abp B (ALBBV.NO)"
"992","AddLife B","ALIF-B.NO","Health Care","AddLife B (ALIF-B.NO)"
"993","Alimak Group","ALIG.NO","Industrials","Alimak Group (ALIG.NO)"
"994","Alma Media Oyj","ALMA.NO","Consumer Services","Alma Media Oyj (ALMA.NO)"
"995","Altia Oyj","ALTIA.NO","Consumer Goods","Altia Oyj (ALTIA.NO)"
"996","Ambea","AMBEA.NO","Health Care","Ambea (AMBEA.NO)"
"997","Addnode Group B","ANOD-B.NO","Technology","Addnode Group B (ANOD-B.NO)"
"998","Africa Oil","AOI.NO","Oil & Gas","Africa Oil (AOI.NO)"
"999","AQ Group","AQ.NO","Industrials","AQ Group (AQ.NO)"
"1000","Aspo Oyj","ASPO.NO","Industrials","Aspo Oyj (ASPO.NO)"
"1001","Asiakastieto Group Oyj","ATG1V.NO","Financials","Asiakastieto Group Oyj (ATG1V.NO)"
"1002","Alligator Bioscience","ATORX.NO","Health Care","Alligator Bioscience (ATORX.NO)"
"1003","Atria Oyj A","ATRAV.NO","Consumer Goods","Atria Oyj A (ATRAV.NO)"
"1004","Basware Oyj","BAS1V.NO","Technology","Basware Oyj (BAS1V.NO)"
"1005","Bavarian Nordic","BAVA.NO","Health Care","Bavarian Nordic (BAVA.NO)"
"1006","Beijer Alma B","BEIA-B.NO","Industrials","Beijer Alma B (BEIA-B.NO)"
"1007","Bergman & Beving B","BERG-B.NO","Industrials","Bergman & Beving B (BERG-B.NO)"
"1008","Besqab","BESQ.NO","Financials","Besqab (BESQ.NO)"
"1009","Better Collective","BETCO.NO","Consumer Services","Better Collective (BETCO.NO)"
"1010","Bygghemma Group First","BHG.NO","Consumer Services","Bygghemma Group First (BHG.NO)"
"1011","Bilia A","BILI-A.NO","Consumer Services","Bilia A (BILI-A.NO)"
"1012","BioArctic B","BIOA-B.NO","Health Care","BioArctic B (BIOA-B.NO)"
"1013","BioGaia B","BIOG-B.NO","Health Care","BioGaia B (BIOG-B.NO)"
"1014","Biotage","BIOT.NO","Health Care","Biotage (BIOT.NO)"
"1015","Bittium Oyj","BITTI.NO","Technology","Bittium Oyj (BITTI.NO)"
"1016","Byggmax Group","BMAX.NO","Consumer Services","Byggmax Group (BMAX.NO)"
"1017","BankNordik","BNORDIK-CSE.NO","Financials","BankNordik (BNORDIK-CSE.NO)"
"1018","Bang & Olufsen","BO.NO","Consumer Goods","Bang & Olufsen (BO.NO)"
"1019","Boozt","BOOZT.NO","Consumer Services","Boozt (BOOZT.NO)"
"1020","Brim","BRIM.NO","Consumer Goods","Brim (BRIM.NO)"
"1021","BTS Group B","BTS-B.NO","Industrials","BTS Group B (BTS-B.NO)"
"1022","Bufab","BUFAB.NO","Industrials","Bufab (BUFAB.NO)"
"1023","Bulten","BULTEN.NO","Consumer Goods","Bulten (BULTEN.NO)"
"1024","Bure Equity","BURE.NO","Financials","Bure Equity (BURE.NO)"
"1025","Calliditas Therapeutics","CALTX.NO","Health Care","Calliditas Therapeutics (CALTX.NO)"
"1026","Camurus","CAMX.NO","Health Care","Camurus (CAMX.NO)"
"1027","CapMan Oyj","CAPMAN.NO","Financials","CapMan Oyj (CAPMAN.NO)"
"1028","Catella A","CAT-A.NO","Financials","Catella A (CAT-A.NO)"
"1029","Catella B","CAT-B.NO","Financials","Catella B (CAT-B.NO)"
"1030","Catena","CATE.NO","Financials","Catena (CATE.NO)"
"1031","Caverion Oyj","CAV1V.NO","Industrials","Caverion Oyj (CAV1V.NO)"
"1032","Cavotec","CCC.NO","Industrials","Cavotec (CCC.NO)"
"1033","CellaVision","CEVI.NO","Health Care","CellaVision (CEVI.NO)"
"1034","ChemoMetec","CHEMM.NO","Health Care","ChemoMetec (CHEMM.NO)"
"1035","Cloetta B","CLA-B.NO","Consumer Goods","Cloetta B (CLA-B.NO)"
"1036","Clas Ohlson B","CLAS-B.NO","Consumer Services","Clas Ohlson B (CLAS-B.NO)"
"1037","Concentric","COIC.NO","Industrials","Concentric (COIC.NO)"
"1038","Collector","COLL.NO","Financials","Collector (COLL.NO)"
"1039","Columbus","COLUM.NO","Technology","Columbus (COLUM.NO)"
"1040","Coor Service Management Hold.","COOR.NO","Industrials","Coor Service Management Hold. (COOR.NO)"
"1041","Corem Property Group A","CORE-A.NO","Financials","Corem Property Group A (CORE-A.NO)"
"1042","Corem Property Group B","CORE-B.NO","Financials","Corem Property Group B (CORE-B.NO)"
"1043","Corem Property Group Pref","CORE-PREF.NO","Financials","Corem Property Group Pref (CORE-PREF.NO)"
"1044","Cramo Oyj","CRA1V.NO","Industrials","Cramo Oyj (CRA1V.NO)"
"1045","Creades A","CRED-A.NO","Financials","Creades A (CRED-A.NO)"
"1046","Catena Media","CTM.NO","Consumer Services","Catena Media (CTM.NO)"
"1047","Diös Fastigheter","DIOS.NO","Financials","Diös Fastigheter (DIOS.NO)"
"1048","D/S Norden","DNORD.NO","Industrials","D/S Norden (DNORD.NO)"
"1049","Duni","DUNI.NO","Consumer Goods","Duni (DUNI.NO)"
"1050","Dustin Group","DUST.NO","Consumer Services","Dustin Group (DUST.NO)"
"1051","Eastnine","EAST.NO","Financials","Eastnine (EAST.NO)"
"1052","Eik fasteignafélag","EIK.NO","Financials","Eik fasteignafélag (EIK.NO)"
"1053","Eimskipafélag Íslands","EIM.NO","Industrials","Eimskipafélag Íslands (EIM.NO)"
"1054","Elanders B","ELAN-B.NO","Industrials","Elanders B (ELAN-B.NO)"
"1055","Eltel","ELTEL.NO","Industrials","Eltel (ELTEL.NO)"
"1056","Enea","ENEA.NO","Technology","Enea (ENEA.NO)"
"1057","Internationella Engelska Skola","ENG.NO","Consumer Services","Internationella Engelska Skola (ENG.NO)"
"1058","EnQuest PLC","ENQ.NO","Oil & Gas","EnQuest PLC (ENQ.NO)"
"1059","Eolus Vind B","EOLU-B.NO","Oil & Gas","Eolus Vind B (EOLU-B.NO)"
"1060","eQ Oyj","EQV1V.NO","Financials","eQ Oyj (EQV1V.NO)"
"1061","Etteplan Oyj","ETTE.NO","Industrials","Etteplan Oyj (ETTE.NO)"
"1062","Evli Pankki Oyj","EVLI.NO","Financials","Evli Pankki Oyj (EVLI.NO)"
"1063","Fagerhult","FAG.NO","Industrials","Fagerhult (FAG.NO)"
"1064","Festi","FESTI.NO","Consumer Services","Festi (FESTI.NO)"
"1065","Finnair Oyj","FIA1S.NO","Consumer Services","Finnair Oyj (FIA1S.NO)"
"1066","Fingerprint Cards B","FING-B.NO","Industrials","Fingerprint Cards B (FING-B.NO)"
"1067","Ferronordic","FNM.NO","Industrials","Ferronordic (FNM.NO)"
"1068","F-Secure Oyj","FSC1V.NO","Technology","F-Secure Oyj (FSC1V.NO)"
"1069","G5 Entertainment","G5EN.NO","Technology","G5 Entertainment (G5EN.NO)"
"1070","Garo","GARO.NO","Industrials","Garo (GARO.NO)"
"1071","Gränges","GRNG.NO","Consumer Goods","Gränges (GRNG.NO)"
"1072","Gunnebo","GUNN.NO","Industrials","Gunnebo (GUNN.NO)"
"1073","Hagar","HAGA.NO","Consumer Services","Hagar (HAGA.NO)"
"1074","Handicare Group","HANDI.NO","Health Care","Handicare Group (HANDI.NO)"
"1075","Brdr.Hartmann","HART.NO","Industrials","Brdr.Hartmann (HART.NO)"
"1076","HEBA B","HEBA-B.NO","Financials","HEBA B (HEBA-B.NO)"
"1077","H+H International","HH.NO","Industrials","H+H International (HH.NO)"
"1078","HiQ International","HIQ.NO","Technology","HiQ International (HIQ.NO)"
"1079","HKScan Oyj  A","HKSAV.NO","Consumer Goods","HKScan Oyj  A (HKSAV.NO)"
"1080","Haldex","HLDX.NO","Consumer Goods","Haldex (HLDX.NO)"
"1081","HMS Networks","HMS.NO","Technology","HMS Networks (HMS.NO)"
"1082","Hansa Biopharma","HNSA.NO","Health Care","Hansa Biopharma (HNSA.NO)"
"1083","Hoist Finance","HOFI.NO","Financials","Hoist Finance (HOFI.NO)"
"1084","Hoivatilat Oyj","HOIVA.NO","Financials","Hoivatilat Oyj (HOIVA.NO)"
"1085","Hexatronic Group","HTRO.NO","Technology","Hexatronic Group (HTRO.NO)"
"1086","Humana","HUM.NO","Health Care","Humana (HUM.NO)"
"1087","I.A.R Systems Group","IAR-B.NO","Technology","I.A.R Systems Group (IAR-B.NO)"
"1088","Infant Bacterial TherapeuticsB","IBT-B.NO","Health Care","Infant Bacterial TherapeuticsB (IBT-B.NO)"
"1089","Icelandair Group","ICEAIR.NO","Consumer Services","Icelandair Group (ICEAIR.NO)"
"1090","Iceland Seafood International","ICESEA.NO","Consumer Services","Iceland Seafood International (ICESEA.NO)"
"1091","Immunovia","IMMNOV.NO","Health Care","Immunovia (IMMNOV.NO)"
"1092","Instalco","INSTAL.NO","Industrials","Instalco (INSTAL.NO)"
"1093","Inwido","INWI.NO","Industrials","Inwido (INWI.NO)"
"1094","International Petroleum Corp.","IPCO.NO","Oil & Gas","International Petroleum Corp. (IPCO.NO)"
"1095","ITAB Shop Concept B","ITAB-B.NO","Industrials","ITAB Shop Concept B (ITAB-B.NO)"
"1096","Invisio Communications","IVSO.NO","Technology","Invisio Communications (IVSO.NO)"
"1097","John Mattson Fastighetsföret.","JOMA.NO","Financials","John Mattson Fastighetsföret. (JOMA.NO)"
"1098","Josemaria Resources","JOSE.NO","Basic Materials","Josemaria Resources (JOSE.NO)"
"1099","Jutlander Bank","JUTBK.NO","Financials","Jutlander Bank (JUTBK.NO)"
"1100","K2A Knaust & Andersson B","K2A-B.NO","Financials","K2A Knaust & Andersson B (K2A-B.NO)"
"1101","K2A Knaust & Andersson Pref","K2A-PREF.NO","Financials","K2A Knaust & Andersson Pref (K2A-PREF.NO)"
"1102","Kamux Oyj","KAMUX.NO","Consumer Services","Kamux Oyj (KAMUX.NO)"
"1103","Karnov Group","KAR.NO","Consumer Services","Karnov Group (KAR.NO)"
"1104","Karo Pharma","KARO.NO","Health Care","Karo Pharma (KARO.NO)"
"1105","K-Fast Holding B","KFAST-B.NO","Financials","K-Fast Holding B (KFAST-B.NO)"
"1106","Knowit","KNOW.NO","Technology","Knowit (KNOW.NO)"
"1107","Lagercrantz Group B","LAGR-B.NO","Industrials","Lagercrantz Group B (LAGR-B.NO)"
"1108","Lån og Spar Bank","LASP.NO","Financials","Lån og Spar Bank (LASP.NO)"
"1109","Lassila & Tikanoja Oyj","LAT1V.NO","Industrials","Lassila & Tikanoja Oyj (LAT1V.NO)"
"1110","Lehto Group Oyj","LEHTO.NO","Industrials","Lehto Group Oyj (LEHTO.NO)"
"1111","LeoVegas","LEO.NO","Consumer Services","LeoVegas (LEO.NO)"
"1112","Lindab International","LIAB.NO","Industrials","Lindab International (LIAB.NO)"
"1113","Lucara Diamond Corp","LUC.NO","Basic Materials","Lucara Diamond Corp (LUC.NO)"
"1114","Lundin Gold","LUG.NO","Basic Materials","Lundin Gold (LUG.NO)"
"1115","Matas","MATAS.NO","Consumer Services","Matas (MATAS.NO)"
"1116","Mekonomen","MEKO.NO","Consumer Goods","Mekonomen (MEKO.NO)"
"1117","Mips","MIPS.NO","Consumer Goods","Mips (MIPS.NO)"
"1118","Momentum Group B","MMGR-B.NO","Industrials","Momentum Group B (MMGR-B.NO)"
"1119","Marimekko Oyj","MMO1V.NO","Consumer Goods","Marimekko Oyj (MMO1V.NO)"
"1120","Midsona A","MSON-A.NO","Consumer Goods","Midsona A (MSON-A.NO)"
"1121","Midsona B","MSON-B.NO","Consumer Goods","Midsona B (MSON-B.NO)"
"1122","Munters Group","MTRS.NO","Industrials","Munters Group (MTRS.NO)"
"1123","Musti Group Oyj","MUSTI.NO","Consumer Services","Musti Group Oyj (MUSTI.NO)"
"1124","NetEnt B","NET-B.NO","Consumer Services","NetEnt B (NET-B.NO)"
"1125","New Wave B","NEWA-B.NO","Consumer Goods","New Wave B (NEWA-B.NO)"
"1126","NKT","NKT.NO","Industrials","NKT (NKT.NO)"
"1127","Nilfisk Holding","NLFSK.NO","Industrials","Nilfisk Holding (NLFSK.NO)"
"1128","Nederman Holding","NMAN.NO","Industrials","Nederman Holding (NMAN.NO)"
"1129","NNIT","NNIT.NO","Technology","NNIT (NNIT.NO)"
"1130","Nobina","NOBINA.NO","Industrials","Nobina (NOBINA.NO)"
"1131","NoHo Partners Oyj","NOHO.NO","Consumer Services","NoHo Partners Oyj (NOHO.NO)"
"1132","NP3 Fastigheter","NP3.NO","Financials","NP3 Fastigheter (NP3.NO)"
"1133","NP3 Fastigheter Pref","NP3-PREF.NO","Financials","NP3 Fastigheter Pref (NP3-PREF.NO)"
"1134","NTG Nordic Transport Group","NTG.NO","Industrials","NTG Nordic Transport Group (NTG.NO)"
"1135","Nordic Waterproofing Holding","NWG.NO","Industrials","Nordic Waterproofing Holding (NWG.NO)"
"1136","Oasmia Pharmaceutical","OASM.NO","Health Care","Oasmia Pharmaceutical (OASM.NO)"
"1137","OEM International B","OEM-B.NO","Industrials","OEM International B (OEM-B.NO)"
"1138","Oriola Oyj A","OKDAV.NO","Health Care","Oriola Oyj A (OKDAV.NO)"
"1139","Oriola Oyj B","OKDBV.NO","Health Care","Oriola Oyj B (OKDBV.NO)"
"1140","Olvi Oyj A","OLVAS.NO","Consumer Goods","Olvi Oyj A (OLVAS.NO)"
"1141","Oma Säästöpankki Oyj","OMASP.NO","Financials","Oma Säästöpankki Oyj (OMASP.NO)"
"1142","Oncopeptides","ONCO.NO","Health Care","Oncopeptides (ONCO.NO)"
"1143","Opus Group","OPUS.NO","Industrials","Opus Group (OPUS.NO)"
"1144","Öresund","ORES.NO","Financials","Öresund (ORES.NO)"
"1145","Orphazyme","ORPHA.NO","Health Care","Orphazyme (ORPHA.NO)"
"1146","Orexo","ORX.NO","Health Care","Orexo (ORX.NO)"
"1147","Outotec Oyj","OTE1V.NO","Industrials","Outotec Oyj (OTE1V.NO)"
"1148","Per Aarsleff Holding B","PAAL-B.NO","Industrials","Per Aarsleff Holding B (PAAL-B.NO)"
"1149","Proact IT Group","PACT.NO","Technology","Proact IT Group (PACT.NO)"
"1150","Pihlajalinna Oyj","PIHLIS.NO","Health Care","Pihlajalinna Oyj (PIHLIS.NO)"
"1151","Platzer Fastigheter Holding B","PLAZ-B.NO","Financials","Platzer Fastigheter Holding B (PLAZ-B.NO)"
"1152","Ponsse Oyj 1","PON1V.NO","Industrials","Ponsse Oyj 1 (PON1V.NO)"
"1153","Probi","PROB.NO","Health Care","Probi (PROB.NO)"
"1154","Q-Linea","QLINEA.NO","Health Care","Q-Linea (QLINEA.NO)"
"1155","Qliro Group","QLRO.NO","Consumer Services","Qliro Group (QLRO.NO)"
"1156","Qt Group Oyj","QTCOM.NO","Technology","Qt Group Oyj (QTCOM.NO)"
"1157","Raisio Oyj Vaihto-osake","RAIVV.NO","Consumer Goods","Raisio Oyj Vaihto-osake (RAIVV.NO)"
"1158","RaySearch Laboratories B","RAY-B.NO","Health Care","RaySearch Laboratories B (RAY-B.NO)"
"1159","Recipharm B","RECI-B.NO","Health Care","Recipharm B (RECI-B.NO)"
"1160","Revenio Group Oyj","REG1V.NO","Health Care","Revenio Group Oyj (REG1V.NO)"
"1161","Reginn","REGINN.NO","Financials","Reginn (REGINN.NO)"
"1162","Reitir fasteignafélag","REITIR.NO","Financials","Reitir fasteignafélag (REITIR.NO)"
"1163","Rovio Entertainment Oyj","ROVIO.NO","Consumer Goods","Rovio Entertainment Oyj (ROVIO.NO)"
"1164","Rottneros","RROS.NO","Basic Materials","Rottneros (RROS.NO)"
"1165","RTX","RTX.NO","Technology","RTX (RTX.NO)"
"1166","SAS","SAS.NO","Consumer Services","SAS (SAS.NO)"
"1167","SAS","SAS-DKK.NO","Consumer Services","SAS (SAS-DKK.NO)"
"1168","Scanfil Oyj","SCANFL.NO","Industrials","Scanfil Oyj (SCANFL.NO)"
"1169","Scandi Standard","SCST.NO","Consumer Goods","Scandi Standard (SCST.NO)"
"1170","SECTRA B","SECT-B.NO","Health Care","SECTRA B (SECT-B.NO)"
"1171","Scandic Hotels Group","SHOT.NO","Consumer Services","Scandic Hotels Group (SHOT.NO)"
"1172","Síminn","SIMINN.NO","Telecommunications","Síminn (SIMINN.NO)"
"1173","Sinch","SINCH.NO","Technology","Sinch (SINCH.NO)"
"1174","Sjóvá-Almennar tryggingar","SJOVA.NO","Financials","Sjóvá-Almennar tryggingar (SJOVA.NO)"
"1175","SkiStar B","SKIS-B.NO","Consumer Services","SkiStar B (SKIS-B.NO)"
"1176","Semafo","SMF.NO","Basic Materials","Semafo (SMF.NO)"
"1177","Solar B","SOLAR-B.NO","Industrials","Solar B (SOLAR-B.NO)"
"1178","SP Group","SPG.NO","Basic Materials","SP Group (SPG.NO)"
"1179","Sparekassen Sjælland-Fyn","SPKSJF.NO","Financials","Sparekassen Sjælland-Fyn (SPKSJF.NO)"
"1180","Stockmann Oyj Abp A","STCAS.NO","Consumer Services","Stockmann Oyj Abp A (STCAS.NO)"
"1181","Stockmann Oyj Abp B","STCBV.NO","Consumer Services","Stockmann Oyj Abp B (STCBV.NO)"
"1182","Stendörren Fastigheter B","STEF-B.NO","Financials","Stendörren Fastigheter B (STEF-B.NO)"
"1183","Svolder A","SVOL-A.NO","Financials","Svolder A (SVOL-A.NO)"
"1184","Svolder B","SVOL-B.NO","Financials","Svolder B (SVOL-B.NO)"
"1185","Swedol B","SWOL-B.NO","Consumer Services","Swedol B (SWOL-B.NO)"
"1186","Systemair","SYSR.NO","Industrials","Systemair (SYSR.NO)"
"1187","Taaleri Oyj","TAALA.NO","Financials","Taaleri Oyj (TAALA.NO)"
"1188","AS Tallink Grupp FDR","TALLINK.NO","Industrials","AS Tallink Grupp FDR (TALLINK.NO)"
"1189","Tethys Oil","TETY.NO","Oil & Gas","Tethys Oil (TETY.NO)"
"1190","TF Bank","TFBANK.NO","Financials","TF Bank (TFBANK.NO)"
"1191","Tikkurila Oyj","TIK1V.NO","Industrials","Tikkurila Oyj (TIK1V.NO)"
"1192","Tivoli A/S","TIV.NO","Consumer Services","Tivoli A/S (TIV.NO)"
"1193","TM","TM.NO","Financials","TM (TM.NO)"
"1194","Talenom Oyj","TNOM.NO","Industrials","Talenom Oyj (TNOM.NO)"
"1195","Tobii","TOBII.NO","Technology","Tobii (TOBII.NO)"
"1196","Tokmanni Group Oyj","TOKMAN.NO","Consumer Services","Tokmanni Group Oyj (TOKMAN.NO)"
"1197","Traction  B","TRAC-B.NO","Financials","Traction  B (TRAC-B.NO)"
"1198","TORM A","TRMD-A.NO","Industrials","TORM A (TRMD-A.NO)"
"1199","Troax Group","TROAX.NO","Industrials","Troax Group (TROAX.NO)"
"1200","United Int. Enterprises","UIE.NO","Consumer Goods","United Int. Enterprises (UIE.NO)"
"1201","Uponor Oyj","UPONOR.NO","Industrials","Uponor Oyj (UPONOR.NO)"
"1202","Vaisala Oyj A","VAIAS.NO","Industrials","Vaisala Oyj A (VAIAS.NO)"
"1203","VBG GROUP B","VBG-B.NO","Consumer Goods","VBG GROUP B (VBG-B.NO)"
"1204","Viking Line Abp","VIK1V.NO","Consumer Services","Viking Line Abp (VIK1V.NO)"
"1205","Vátryggingafélag Íslands","VIS.NO","Financials","Vátryggingafélag Íslands (VIS.NO)"
"1206","Vitec Software Group B","VIT-B.NO","Technology","Vitec Software Group B (VIT-B.NO)"
"1207","Vestjysk Bank","VJBA.NO","Financials","Vestjysk Bank (VJBA.NO)"
"1208","Vostok New Ventures","VNV-SDB.NO","Financials","Vostok New Ventures (VNV-SDB.NO)"
"1209","Volati","VOLO.NO","Industrials","Volati (VOLO.NO)"
"1210","Volati Pref","VOLO-PREF.NO","Industrials","Volati Pref (VOLO-PREF.NO)"
"1211","XANO Industri B","XANO-B.NO","Industrials","XANO Industri B (XANO-B.NO)"
"1212","Xvivo Perfusion","XVIVO.NO","Health Care","Xvivo Perfusion (XVIVO.NO)"
"1213","Zealand Pharma","ZEAL.NO","Health Care","Zealand Pharma (ZEAL.NO)"
"1214","AaB","AAB.NO","Consumer Services","AaB (AAB.NO)"
"1215","Ascelia Pharma","ACE.NO","Health Care","Ascelia Pharma (ACE.NO)"
