"","Name","Ticker","Sector","name_tick"
"307","Ellen","ELN.FI","Health Care","Ellen (ELN.FI)"
"308","Embracer Group B","EMBRAC-B.FI","Consumer Goods","Embracer Group B (EMBRAC-B.FI)"
"309","Enersize","ENERS.FI","Technology","Enersize (ENERS.FI)"
"310","Enersize Oyj TO 1","ENERS-TO-1.FI","Technology","Enersize Oyj TO 1 (ENERS-TO-1.FI)"
"311","Enersize Oyj TO 2","ENERS-TO-2.FI","Technology","Enersize Oyj TO 2 (ENERS-TO-2.FI)"
"312","Enzymatica","ENZY.FI","Health Care","Enzymatica (ENZY.FI)"
"313","EOS Russia","EOS.FI","Financials","EOS Russia (EOS.FI)"
"314","Enorama Pharma","ERMA.FI","Health Care","Enorama Pharma (ERMA.FI)"
"315","EWPG Holding","EWP.FI","Oil & Gas","EWPG Holding (EWP.FI)"
"316","ExpreS2ion Biotech Holding","EXPRS2.FI","Health Care","ExpreS2ion Biotech Holding (EXPRS2.FI)"
"317","Fastator","FASTAT.FI","Financials","Fastator (FASTAT.FI)"
"318","Ferroamp Elektronik","FERRO.FI","Industrials","Ferroamp Elektronik (FERRO.FI)"
"319","Filo Mining Corp","FIL.FI","Basic Materials","Filo Mining Corp (FIL.FI)"
"320","Firefly","FIRE.FI","Industrials","Firefly (FIRE.FI)"
"321","Flexion Mobile","FLEXM.FI","Technology","Flexion Mobile (FLEXM.FI)"
"322","FlexQube","FLEXQ.FI","Industrials","FlexQube (FLEXQ.FI)"
"323","Fluicell","FLUI.FI","Health Care","Fluicell (FLUI.FI)"
"324","Fluicell AB TO1","FLUI-TO1.FI","Health Care","Fluicell AB TO1 (FLUI-TO1.FI)"
"325","Footway Group B","FOOT-B.FI","Consumer Services","Footway Group B (FOOT-B.FI)"
"326","Footway Group Pref","FOOT-PREF.FI","Consumer Services","Footway Group Pref (FOOT-PREF.FI)"
"327","Fram Skandinavien B","FRAM-B.FI","Technology","Fram Skandinavien B (FRAM-B.FI)"
"328","Frill Holding B","FRILL-B.FI","Consumer Goods","Frill Holding B (FRILL-B.FI)"
"329","FRISQ Holding","FRISQ.FI","Technology","FRISQ Holding (FRISQ.FI)"
"330","Frisq Holding AB BTA","FRISQ-BTA.FI","Technology","Frisq Holding AB BTA (FRISQ-BTA.FI)"
"331","Gabather","GABA.FI","Health Care","Gabather (GABA.FI)"
"332","Gabather AB TO3","GABA-TO3.FI","Health Care","Gabather AB TO3 (GABA-TO3.FI)"
"333","Gapwaves B","GAPW-B.FI","Technology","Gapwaves B (GAPW-B.FI)"
"334","Gaming Corps","GCOR.FI","Consumer Goods","Gaming Corps (GCOR.FI)"
"335","Generic Sweden","GENI.FI","Technology","Generic Sweden (GENI.FI)"
"336","Genovis","GENO.FI","Health Care","Genovis (GENO.FI)"
"337","Götenehus Group B","GHUS-B.FI","Consumer Goods","Götenehus Group B (GHUS-B.FI)"
"338","Global Gaming 555","GLOBAL.FI","Consumer Services","Global Gaming 555 (GLOBAL.FI)"
"339","GomSpace Group","GOMX.FI","Technology","GomSpace Group (GOMX.FI)"
"340","Genova Property Group Pref","GPG-PREF.FI","Financials","Genova Property Group Pref (GPG-PREF.FI)"
"341","Gasporox","GPX.FI","Industrials","Gasporox (GPX.FI)"
"342","Greater Than","GREAT.FI","Technology","Greater Than (GREAT.FI)"
"343","Guard Therapeutics Intl.","GUARD.FI","Health Care","Guard Therapeutics Intl. (GUARD.FI)"
"344","H&D Wireless Sweden Holding B","HDW-B.FI","Technology","H&D Wireless Sweden Holding B (HDW-B.FI)"
"345","H&D Wireless Sweden Holding TO 2 B","HDW-TO-2-B.FI","Technology","H&D Wireless Sweden Holding TO 2 B (HDW-TO-2-B.FI)"
"346","Hedera Group","HEGR.FI","Industrials","Hedera Group (HEGR.FI)"
"347","Heimstaden Pref","HEIM-PREF.FI","Financials","Heimstaden Pref (HEIM-PREF.FI)"
"348","Heliospectra","HELIO.FI","Industrials","Heliospectra (HELIO.FI)"
"349","Hemcheck Sweden","HEMC.FI","Health Care","Hemcheck Sweden (HEMC.FI)"
"350","Hifab Group B","HIFA-B.FI","Technology","Hifab Group B (HIFA-B.FI)"
"351","Hövding Sverige","HOVD.FI","Consumer Goods","Hövding Sverige (HOVD.FI)"
"352","Hövding Sverige AB BTA","HOVD-BTA.FI","Consumer Goods","Hövding Sverige AB BTA (HOVD-BTA.FI)"
"353","Hoylu","HOYLU.FI","Technology","Hoylu (HOYLU.FI)"
"354","Herantis Pharma Oyj","HRNTS.FI","Health Care","Herantis Pharma Oyj (HRNTS.FI)"
"355","Hudya","HUDYA.FI","Industrials","Hudya (HUDYA.FI)"
"356","Iconovo","ICO.FI","Health Care","Iconovo (ICO.FI)"
"357","Impact Coatings","IMPC.FI","Basic Materials","Impact Coatings (IMPC.FI)"
"358","InCoax Networks","INCOAX.FI","Technology","InCoax Networks (INCOAX.FI)"
"359","InDex Pharmaceuticals Holding","INDEX.FI","Health Care","InDex Pharmaceuticals Holding (INDEX.FI)"
"360","Infrea","INFREA.FI","Industrials","Infrea (INFREA.FI)"
"361","Inission B","INISS-B.FI","Industrials","Inission B (INISS-B.FI)"
"362","Integrum B","INTEG-B.FI","Health Care","Integrum B (INTEG-B.FI)"
"363","Inzile","INZILE.FI","Consumer Goods","Inzile (INZILE.FI)"
"364","Inzile AB TO 1","INZILE-TO-1.FI","Consumer Goods","Inzile AB TO 1 (INZILE-TO-1.FI)"
"365","Irisity","IRIS.FI","Technology","Irisity (IRIS.FI)"
"366","IRLAB Therapeutics A","IRLAB-A.FI","Health Care","IRLAB Therapeutics A (IRLAB-A.FI)"
"367","IRRAS","IRRAS.FI","Health Care","IRRAS (IRRAS.FI)"
"368","IRRAS AB BTA","IRRAS-BTA.FI","Health Care","IRRAS AB BTA (IRRAS-BTA.FI)"
"369","IRRAS AB TR","IRRAS-TR.FI","Health Care","IRRAS AB TR (IRRAS-TR.FI)"
"370","Isofol Medical","ISOFOL.FI","Health Care","Isofol Medical (ISOFOL.FI)"
"371","ISR Holding","ISR.FI","Health Care","ISR Holding (ISR.FI)"
"372","Italeaf SDB","ITAL-SDB.FI","Industrials","Italeaf SDB (ITAL-SDB.FI)"
"373","I-Tech","ITECH.FI","Basic Materials","I-Tech (ITECH.FI)"
"374","Intervacc","IVACC.FI","Health Care","Intervacc (IVACC.FI)"
"375","IVISYS","IVISYS.FI","Industrials","IVISYS (IVISYS.FI)"
"376","iZafe Group B","IZAFE-B.FI","Health Care","iZafe Group B (IZAFE-B.FI)"
"377","iZafe Group AB TO 8 B","IZAFE-TO-8-B.FI","Health Care","iZafe Group AB TO 8 B (IZAFE-TO-8-B.FI)"
"378","JonDeTech Sensors","JDT.FI","Technology","JonDeTech Sensors (JDT.FI)"
"379","Jetpak Top Holding","JETPAK.FI","Industrials","Jetpak Top Holding (JETPAK.FI)"
"380","JLT Mobile Computers","JLT.FI","Technology","JLT Mobile Computers (JLT.FI)"
"381","Kakel Max","KAKEL.FI","Consumer Services","Kakel Max (KAKEL.FI)"
"382","Kambi Group Plc","KAMBI.FI","Consumer Services","Kambi Group Plc (KAMBI.FI)"
"383","Kancera","KAN.FI","Health Care","Kancera (KAN.FI)"
"384","Kancera AB BTU","KAN-BTU.FI","Health Care","Kancera AB BTU (KAN-BTU.FI)"
"385","Kallebäck Property Invest","KAPIAB.FI","Financials","Kallebäck Property Invest (KAPIAB.FI)"
"386","Kentima Holding","KENH.FI","Technology","Kentima Holding (KENH.FI)"
"387","Klaria Pharma Holding","KLAR.FI","Health Care","Klaria Pharma Holding (KLAR.FI)"
"388","Kollect on Demand Holding","KOLL.FI","Consumer Services","Kollect on Demand Holding (KOLL.FI)"
"389","Kontigo Care","KONT.FI","Health Care","Kontigo Care (KONT.FI)"
"390","Kopy Goldfields","KOPY.FI","Basic Materials","Kopy Goldfields (KOPY.FI)"
"391","Lauritz.com Group","LAUR.FI","Consumer Services","Lauritz.com Group (LAUR.FI)"
"392","Leading Edge Materials Corp.","LEMSE.FI","Basic Materials","Leading Edge Materials Corp. (LEMSE.FI)"
"393","The Lexington Company","LEX.FI","Consumer Goods","The Lexington Company (LEX.FI)"
"394","LIDDS","LIDDS.FI","Health Care","LIDDS (LIDDS.FI)"
"395","Link Prop Investment","LINKAB.FI","Financials","Link Prop Investment (LINKAB.FI)"
"396","Lipidor","LIPI.FI","Health Care","Lipidor (LIPI.FI)"
"397","Lipidor AB TO1","LIPI-TO1.FI","Health Care","Lipidor AB TO1 (LIPI-TO1.FI)"
"398","Liv ihop","LIVI.FI","Health Care","Liv ihop (LIVI.FI)"
"399","Logistea","LOG.FI","Financials","Logistea (LOG.FI)"
"400","Loudspring Oyj","LOUDS.FI","Industrials","Loudspring Oyj (LOUDS.FI)"
"401","Lyko Group A","LYKO-A.FI","Consumer Services","Lyko Group A (LYKO-A.FI)"
"402","Mackmyra Svensk Whisky B","MACK-B.FI","Consumer Goods","Mackmyra Svensk Whisky B (MACK-B.FI)"
"403","MAG Interactive","MAGI.FI","Consumer Goods","MAG Interactive (MAGI.FI)"
"404","Maha Energy","MAHA-A.FI","Oil & Gas","Maha Energy (MAHA-A.FI)"
"405","Maha Energy AB TO 2 A","MAHA-TO-2-A.FI","Oil & Gas","Maha Energy AB TO 2 A (MAHA-TO-2-A.FI)"
"406","Mangold","MANG.FI","Financials","Mangold (MANG.FI)"
"407","Mantex","MANTEX.FI","Industrials","Mantex (MANTEX.FI)"
"408","Mavshack","MAV.FI","Consumer Services","Mavshack (MAV.FI)"
"409","MaxFastigheter i Sverige","MAXF.FI","Financials","MaxFastigheter i Sverige (MAXF.FI)"
"410","MaxFastigheter i Sverige AB TO1","MAXF-TO1.FI","Financials","MaxFastigheter i Sverige AB TO1 (MAXF-TO1.FI)"
"411","Modern Ekonomi Sverige Holding","ME.FI","Industrials","Modern Ekonomi Sverige Holding (ME.FI)"
"412","Midsummer","MIDS.FI","Oil & Gas","Midsummer (MIDS.FI)"
"413","Minesto","MINEST.FI","Oil & Gas","Minesto (MINEST.FI)"
"414","Minesto AB TO3","MINEST-TO3.FI","Oil & Gas","Minesto AB TO3 (MINEST-TO3.FI)"
"415","Misen Energy","MISE.FI","Oil & Gas","Misen Energy (MISE.FI)"
"416","Mentice","MNTC.FI","Technology","Mentice (MNTC.FI)"
"417","M.O.B.A. Network","MOBA.FI","Technology","M.O.B.A. Network (MOBA.FI)"
"418","myFC Holding","MYFC.FI","Industrials","myFC Holding (MYFC.FI)"
"419","myFC Holding AB TO2","MYFC-TO2.FI","Industrials","myFC Holding AB TO2 (MYFC-TO2.FI)"
"420","Northbaze Group","NBZ.FI","Consumer Goods","Northbaze Group (NBZ.FI)"
"421","Nepa","NEPA.FI","Industrials","Nepa (NEPA.FI)"
"422","Net Gaming Europe","NETG.FI","Consumer Services","Net Gaming Europe (NETG.FI)"
"423","Netmore Group B","NETM-B.FI","Telecommunications","Netmore Group B (NETM-B.FI)"
"424","Newton Nordic","NEWTON.FI","Industrials","Newton Nordic (NEWTON.FI)"
"425","Nexam Chemical Holding","NEXAM.FI","Basic Materials","Nexam Chemical Holding (NEXAM.FI)"
"426","Nexam Chemical Holding AB BTU","NEXAM-BTU.FI","Basic Materials","Nexam Chemical Holding AB BTU (NEXAM-BTU.FI)"
"427","Nordic Flanges Group","NFGAB.FI","Financials","Nordic Flanges Group (NFGAB.FI)"
"428","Nicoccino Holding","NICO.FI","Consumer Goods","Nicoccino Holding (NICO.FI)"
"429","Nilsson Special Vehicles","NILS.FI","Industrials","Nilsson Special Vehicles (NILS.FI)"
"430","Nordic Iron Ore","NIO.FI","Basic Materials","Nordic Iron Ore (NIO.FI)"
"431","Nitro Games","NITRO.FI","Consumer Goods","Nitro Games (NITRO.FI)"
"432","NetJobs Group","NJOB.FI","Industrials","NetJobs Group (NJOB.FI)"
"433","ENLABS","NLAB.FI","Consumer Services","ENLABS (NLAB.FI)"
"434","New Nordic Healthbrands","NNH.FI","Consumer Services","New Nordic Healthbrands (NNH.FI)"
"435","Nexstim Oyj","NXTMS.FI","Health Care","Nexstim Oyj (NXTMS.FI)"
"436","Online Brands Nordic","OBAB.FI","Consumer Services","Online Brands Nordic (OBAB.FI)"
"437","Oboya Horticulture Indust. B","OBOYA-B.FI","Consumer Goods","Oboya Horticulture Indust. B (OBOYA-B.FI)"
"438","OrganoClick","ORGC.FI","Basic Materials","OrganoClick (ORGC.FI)"
"439","OssDsign","OSSD.FI","Health Care","OssDsign (OSSD.FI)"
"440","Oncology Venture","OV.FI","Health Care","Oncology Venture (OV.FI)"
"441","Oncology Venture A/S TO 1","OV-TO-1.FI","Health Care","Oncology Venture A/S TO 1 (OV-TO-1.FI)"
"442","Oncology Venture A/S TO 2","OV-TO-2.FI","Health Care","Oncology Venture A/S TO 2 (OV-TO-2.FI)"
"443","Ovzon","OVZON.FI","Telecommunications","Ovzon (OVZON.FI)"
"444","OXE Marine","OXE.FI","Industrials","OXE Marine (OXE.FI)"
"445","Papilly","PAPI.FI","Technology","Papilly (PAPI.FI)"
"446","Paxman","PAX.FI","Health Care","Paxman (PAX.FI)"
"447","Photocat","PCAT.FI","Basic Materials","Photocat (PCAT.FI)"
"448","PowerCell Sweden","PCELL.FI","Industrials","PowerCell Sweden (PCELL.FI)"
"449","Precomp Solutions B","PCOM-B.FI","Industrials","Precomp Solutions B (PCOM-B.FI)"
"450","Paradox Interactive","PDX.FI","Consumer Goods","Paradox Interactive (PDX.FI)"
"451","Pegroco Invest Pref","PEGRO-PREF.FI","Financials","Pegroco Invest Pref (PEGRO-PREF.FI)"
"452","Pharmacolog i Uppsala B","PHLOG-B.FI","Health Care","Pharmacolog i Uppsala B (PHLOG-B.FI)"
"453","PiezoMotor Uppsala","PIEZO.FI","Industrials","PiezoMotor Uppsala (PIEZO.FI)"
"454","ProstaLund","PLUN.FI","Health Care","ProstaLund (PLUN.FI)"
"455","Polyplank","POLY.FI","Basic Materials","Polyplank (POLY.FI)"
"456","Polygiene","POLYG.FI","Basic Materials","Polygiene (POLYG.FI)"
"457","Precio Fishbone B","PRCO-B.FI","Technology","Precio Fishbone B (PRCO-B.FI)"
"458","Prime Living","PRIME.FI","Financials","Prime Living (PRIME.FI)"
"459","Prime Living Pref B","PRIME-PREF-B.FI","Financials","Prime Living Pref B (PRIME-PREF-B.FI)"
"460","Promore Pharma","PROMO.FI","Health Care","Promore Pharma (PROMO.FI)"
"461","QleanAir Holding","QAIR.FI","Industrials","QleanAir Holding (QAIR.FI)"
"462","QLife Holding","QLIFE.FI","Health Care","QLife Holding (QLIFE.FI)"
"463","QLife Holding AB TO1","QLIFE-TO1.FI","Health Care","QLife Holding AB TO1 (QLIFE-TO1.FI)"
"464","Quartiers Properties","QUART.FI","Financials","Quartiers Properties (QUART.FI)"
"465","Quartiers Properties Pref","QUART-PREF.FI","Financials","Quartiers Properties Pref (QUART-PREF.FI)"
"466","Raketech Group Holding","RAKE.FI","Consumer Services","Raketech Group Holding (RAKE.FI)"
"467","Realfiction Holding","REALFI.FI","Consumer Services","Realfiction Holding (REALFI.FI)"
"468","RLS Global","RLS.FI","Health Care","RLS Global (RLS.FI)"
"469","Ranplan Group","RPLAN.FI","Technology","Ranplan Group (RPLAN.FI)"
"470","S2Medical B","S2M.FI","Health Care","S2Medical B (S2M.FI)"
"471","SaltX Technology Holding B","SALT-B.FI","Industrials","SaltX Technology Holding B (SALT-B.FI)"
"472","SaltX Technology Holding AB TO6 B","SALT-TO6-B.FI","Industrials","SaltX Technology Holding AB TO6 B (SALT-TO6-B.FI)"
"473","Saltängen Property Invest","SAPIAB.FI","Financials","Saltängen Property Invest (SAPIAB.FI)"
"474","Savosolar Oyj","SAVOS.FI","Oil & Gas","Savosolar Oyj (SAVOS.FI)"
"475","Saxlund Group","SAXG.FI","Industrials","Saxlund Group (SAXG.FI)"
"476","Samhällsbyggnads i Norden Pref","SBB-PREF.FI","Financials","Samhällsbyggnads i Norden Pref (SBB-PREF.FI)"
"477","ScandBook Holding","SBOK.FI","Consumer Services","ScandBook Holding (SBOK.FI)"
"478","Scibase Holding","SCIB.FI","Health Care","Scibase Holding (SCIB.FI)"
"479","Scout Gaming Group","SCOUT.FI","Consumer Services","Scout Gaming Group (SCOUT.FI)"
"480","Sdiptech B","SDIP-B.FI","Industrials","Sdiptech B (SDIP-B.FI)"
"481","Sdiptech Pref","SDIP-PREF.FI","Industrials","Sdiptech Pref (SDIP-PREF.FI)"
"482","ScandiDos","SDOS.FI","Health Care","ScandiDos (SDOS.FI)"
"483","Seamless Distribution Systems","SDS.FI","Technology","Seamless Distribution Systems (SDS.FI)"
"484","Seafire","SEAF.FI","Financials","Seafire (SEAF.FI)"
"485","Swedencare","SECARE.FI","Consumer Goods","Swedencare (SECARE.FI)"
"486","SECITS Holding","SECI.FI","Industrials","SECITS Holding (SECI.FI)"
"487","SECITS Holding AB TO 1","SECI-TO-1.FI","Industrials","SECITS Holding AB TO 1 (SECI-TO-1.FI)"
"488","Sensec Holding","SECS.FI","Industrials","Sensec Holding (SECS.FI)"
"489","Sedana Medical","SEDANA.FI","Health Care","Sedana Medical (SEDANA.FI)"
"490","SenzaGen","SENZA.FI","Health Care","SenzaGen (SENZA.FI)"
"491","Serstech","SERT.FI","Industrials","Serstech (SERT.FI)"
"492","Scandinavian Enviro Systems","SES.FI","Industrials","Scandinavian Enviro Systems (SES.FI)"
"493","Smart Eye","SEYE.FI","Industrials","Smart Eye (SEYE.FI)"
"494","Senzime","SEZI.FI","Health Care","Senzime (SEZI.FI)"
"495","Stillfront Group","SF.FI","Consumer Goods","Stillfront Group (SF.FI)"
"496","Safeture","SFTR.FI","Technology","Safeture (SFTR.FI)"
"497","Signatur Fastigheter B","SIGN-B.FI","Basic Materials","Signatur Fastigheter B (SIGN-B.FI)"
"498","Simris Alg B","SIMRIS-B.FI","Consumer Goods","Simris Alg B (SIMRIS-B.FI)"
"499","Simris Alg AB TO 2 B","SIMRIS-TO2B.FI","Consumer Goods","Simris Alg AB TO 2 B (SIMRIS-TO2B.FI)"
"500","Sivers IMA Holding","SIVE.FI","Industrials","Sivers IMA Holding (SIVE.FI)"
"501","SJR in Scandinavia B","SJR-B.FI","Industrials","SJR in Scandinavia B (SJR-B.FI)"
"502","Skåne-möllan","SKMO.FI","Consumer Goods","Skåne-möllan (SKMO.FI)"
"503","Slitevind","SLITE.FI","Utilities","Slitevind (SLITE.FI)"
"504","ShaMaran Petroleum Corp","SNM.FI","Oil & Gas","ShaMaran Petroleum Corp (SNM.FI)"
"505","Solnaberg Property","SOLNA.FI","Financials","Solnaberg Property (SOLNA.FI)"
"506","SolTech Energy Sweden","SOLT.FI","Oil & Gas","SolTech Energy Sweden (SOLT.FI)"
"507","Sonetel","SONE.FI","Technology","Sonetel (SONE.FI)"
"508","SpectraCure","SPEC.FI","Health Care","SpectraCure (SPEC.FI)"
"509","SpectrumOne","SPEONE.FI","Technology","SpectrumOne (SPEONE.FI)"
"510","Speqta","SPEQT.FI","Technology","Speqta (SPEQT.FI)"
"511","Spiffbet","SPIFF.FI","Financials","Spiffbet (SPIFF.FI)"
"512","Sprint Bioscience","SPRINT.FI","Health Care","Sprint Bioscience (SPRINT.FI)"
"513","Sprint Bioscience AB TO2","SPRINT-TO2.FI","Health Care","Sprint Bioscience AB TO2 (SPRINT-TO2.FI)"
"514","Stayble Therapeutics","STABL.FI","Health Care","Stayble Therapeutics (STABL.FI)"
"515","Stayble Therapeutics AB TO1","STABL-TO1.FI","Health Care","Stayble Therapeutics AB TO1 (STABL-TO1.FI)"
"516","Stille","STIL.FI","Health Care","Stille (STIL.FI)"
"517","Storytel B","STORY-B.FI","Consumer Services","Storytel B (STORY-B.FI)"
"518","SeaTwirl","STW.FI","Oil & Gas","SeaTwirl (STW.FI)"
"519","Surgical Science Sweden","SUS.FI","Health Care","Surgical Science Sweden (SUS.FI)"
"520","TagMaster B","TAGM-B.FI","Industrials","TagMaster B (TAGM-B.FI)"
"521","TalkPool","TALK.FI","Telecommunications","TalkPool (TALK.FI)"
"522","Tangiamo Touch Technology","TANGI.FI","Consumer Goods","Tangiamo Touch Technology (TANGI.FI)"
"523","TC TECH Sweden","TCT.FI","Industrials","TC TECH Sweden (TCT.FI)"
"524","Teqnion","TEQ.FI","Industrials","Teqnion (TEQ.FI)"
"525","TerraNet Holding B","TERRNT-B.FI","Technology","TerraNet Holding B (TERRNT-B.FI)"
"526","Torslanda Property Investment","TORSAB.FI","Financials","Torslanda Property Investment (TORSAB.FI)"
"527","Tourn International","TOURN.FI","Consumer Goods","Tourn International (TOURN.FI)"
"528","Train Alliance Sweden B","TRAIN-B.FI","Industrials","Train Alliance Sweden B (TRAIN-B.FI)"
"529","Transtema Group","TRANS.FI","Industrials","Transtema Group (TRANS.FI)"
"530","Transcendent Group","TRG.FI","Industrials","Transcendent Group (TRG.FI)"
"531","Trianon B","TRIAN-B.FI","Financials","Trianon B (TRIAN-B.FI)"
"532","Triboron International B","TRIBO-B.FI","Basic Materials","Triboron International B (TRIBO-B.FI)"
"533","Tempest Security","TSEC.FI","Industrials","Tempest Security (TSEC.FI)"
"534","Unibap","UNIBAP.FI","Technology","Unibap (UNIBAP.FI)"
"535","Upsales Technology","UPSALE.FI","Technology","Upsales Technology (UPSALE.FI)"
"536","Urb-it","URBIT.FI","Industrials","Urb-it (URBIT.FI)"
"537","Unlimited Travel Group","UTG.FI","Consumer Services","Unlimited Travel Group (UTG.FI)"
"538","Vostok Emerging Finance","VEMF-SDB.FI","Financials","Vostok Emerging Finance (VEMF-SDB.FI)"
"539","Verisec","VERI.FI","Technology","Verisec (VERI.FI)"
"540","Vertiseit B","VERT-B.FI","Technology","Vertiseit B (VERT-B.FI)"
"541","Vertical Ventures","VEVEN.FI","Consumer Services","Vertical Ventures (VEVEN.FI)"
"542","Veg of Lund","VOLAB.FI","Consumer Goods","Veg of Lund (VOLAB.FI)"
"543","Waystream Holding","WAYS.FI","Technology","Waystream Holding (WAYS.FI)"
"544","WeSC","WESC.FI","Consumer Services","WeSC (WESC.FI)"
"545","Westpay","WPAY.FI","Industrials","Westpay (WPAY.FI)"
"546","Xintela","XINT.FI","Health Care","Xintela (XINT.FI)"
"547","XMReality","XMR.FI","Technology","XMReality (XMR.FI)"
"548","Zaplox","ZAPLOX.FI","Technology","Zaplox (ZAPLOX.FI)"
"549","ZignSec","ZIGN.FI","Technology","ZignSec (ZIGN.FI)"
"550","Zutec Holding","ZUTEC.FI","Technology","Zutec Holding (ZUTEC.FI)"
"551","Zwipe","ZWIPE.FI","Industrials","Zwipe (ZWIPE.FI)"
"552","Zinzino B","ZZ-B.FI","Consumer Services","Zinzino B (ZZ-B.FI)"
"553","Agillic","AGILC.FI","Technology","Agillic (AGILC.FI)"
"554","Agillic A/S T-ret","AGILC-T.FI","Technology","Agillic A/S T-ret (AGILC-T.FI)"
"555","Astralis Group","ASTGRP.FI","Consumer Services","Astralis Group (ASTGRP.FI)"
"556","Cleantech Building Materials","CBM.FI","Industrials","Cleantech Building Materials (CBM.FI)"
"557","Conferize","CONFRZ.FI","Technology","Conferize (CONFRZ.FI)"
"558","Danish Aerospace Company","DAC.FI","Industrials","Danish Aerospace Company (DAC.FI)"
"559","EgnsINVEST Ejd., Tyskland","EGNETY.FI","Financials","EgnsINVEST Ejd., Tyskland (EGNETY.FI)"
"560","Enalyzer","ENALYZ.FI","Technology","Enalyzer (ENALYZ.FI)"
"561","Erria","ERRIA.FI","Industrials","Erria (ERRIA.FI)"
"562","esoft systems","ESOFT.FI","Consumer Services","esoft systems (ESOFT.FI)"
"563","FastPassCorp","FASTPC.FI","Technology","FastPassCorp (FASTPC.FI)"
"564","Gate Ventures","GATE.FI","Consumer Services","Gate Ventures (GATE.FI)"
"565","GreenMobility","GREENM.FI","Consumer Services","GreenMobility (GREENM.FI)"
"566","Happy Helper","HAPPY.FI","Consumer Services","Happy Helper (HAPPY.FI)"
"567","HRC World Plc","HRC.FI","Consumer Services","HRC World Plc (HRC.FI)"
"568","Hypefactors","HYPE.FI","Technology","Hypefactors (HYPE.FI)"
"569","Jobindex","JOBNDX.FI","Industrials","Jobindex (JOBNDX.FI)"
"570","Konsolidator","KONSOL.FI","Technology","Konsolidator (KONSOL.FI)"
"571","NPinvestor.com","NPINV.FI","Financials","NPinvestor.com (NPINV.FI)"
"572","Odico","ODICO.FI","Industrials","Odico (ODICO.FI)"
"573","Scape Technologies","SCAPE.FI","Industrials","Scape Technologies (SCAPE.FI)"
"574","Seluxit","SLXIT.FI","Technology","Seluxit (SLXIT.FI)"
"575","ViroGates","VIRO.FI","Health Care","ViroGates (VIRO.FI)"
"576","Waturu Holding","WATURU.FI","Consumer Goods","Waturu Holding (WATURU.FI)"
"577","WIRTEK","WIRTEK.FI","Technology","WIRTEK (WIRTEK.FI)"
"578","Hampiðjan","HAMP.FI","Consumer Goods","Hampiðjan (HAMP.FI)"
"579","Kaldalón","KALD.FI","Financials","Kaldalón (KALD.FI)"
"580","Klappir Grænar Lausnir B","KLAPP-B.FI","Technology","Klappir Grænar Lausnir B (KLAPP-B.FI)"
"581","Sláturfélag Suðurlands","SFS-B.FI","Consumer Goods","Sláturfélag Suðurlands (SFS-B.FI)"
"582","Aallon Group Oyj","AALLON.FI","Industrials","Aallon Group Oyj (AALLON.FI)"
"583","Admicom Oyj","ADMCM.FI","Technology","Admicom Oyj (ADMCM.FI)"
"584","Oyj Ahola Transport Abp A","AHOLA.FI","Industrials","Oyj Ahola Transport Abp A (AHOLA.FI)"
"585","Avidly Oyj","AVIDLY.FI","Consumer Services","Avidly Oyj (AVIDLY.FI)"
"586","Bilot Oyj","BILOT.FI","Technology","Bilot Oyj (BILOT.FI)"
"587","BBS-Bioactive Bone Substitutes","BONEH.FI","Health Care","BBS-Bioactive Bone Substitutes (BONEH.FI)"
"588","Detection Technology Oyj","DETEC.FI","Industrials","Detection Technology Oyj (DETEC.FI)"
"589","Eezy Oyj","EEZY.FI","Industrials","Eezy Oyj (EEZY.FI)"
"590","Efecte Oyj","EFECTE.FI","Technology","Efecte Oyj (EFECTE.FI)"
"591","Enersense International Oyj","ESENSE.FI","Industrials","Enersense International Oyj (ESENSE.FI)"
"592","Faron Pharmaceuticals Oy","FARON.FI","Health Care","Faron Pharmaceuticals Oy (FARON.FI)"
"593","Fellow Finance Oyj","FELLOW.FI","Financials","Fellow Finance Oyj (FELLOW.FI)"
"594","Fodelia Oyj","FODELIA.FI","Consumer Goods","Fodelia Oyj (FODELIA.FI)"
"595","Fondia Oyj","FONDIA.FI","Industrials","Fondia Oyj (FONDIA.FI)"
"596","Gofore Oyj","GOFORE.FI","Technology","Gofore Oyj (GOFORE.FI)"
"597","Heeros Oyj","HEEROS.FI","Technology","Heeros Oyj (HEEROS.FI)"
"598","Herantis Pharma Oyj","HRTIS.FI","Health Care","Herantis Pharma Oyj (HRTIS.FI)"
"599","LeadDesk Oyj","LEADD.FI","Technology","LeadDesk Oyj (LEADD.FI)"
"600","Loudspring Oyj","LOUD.FI","Industrials","Loudspring Oyj (LOUD.FI)"
"601","Nordic ID Oyj","NORDID.FI","Industrials","Nordic ID Oyj (NORDID.FI)"
"602","Next Games Oyj","NXTGMS.FI","Consumer Goods","Next Games Oyj (NXTGMS.FI)"
"603","Nexstim Oyj","NXTMH.FI","Health Care","Nexstim Oyj (NXTMH.FI)"
"604","Piippo Oyj","PIIPPO.FI","Industrials","Piippo Oyj (PIIPPO.FI)"
"605","Privanet Group Oyj","PRIVA.FI","Financials","Privanet Group Oyj (PRIVA.FI)"
"606","Relais Group Oyj","RELAIS.FI","Consumer Goods","Relais Group Oyj (RELAIS.FI)"
"607","Remedy Entertainment Oyj","REMEDY.FI","Consumer Goods","Remedy Entertainment Oyj (REMEDY.FI)"
